SKU	Section	2018-12 Units	2018-12 Gross Sales	2019-1 Units	2019-1 Gross Sales	2019-2 Units	2019-2 Gross Sales	2019-3 Units	2019-3 Gross Sales	2019-4 Units	2019-4 Gross Sales	2019-5 Units	2019-5 Gross Sales
3738841	Sodas and Drinks	871	8701.29	845	8441.55	845	8441.55	862	8611.38	896	8951.04	941	9400.59
3741975	International	906	4520.94	951	4745.49	961	4795.39	942	4700.58	951	4745.49	1037	5174.63
3756790	Produce	513	1282.5	528	1320	544	1360	560	1400	566	1415	589	1472.5
3761792	Snacks	583	2326.17	583	2326.17	612	2441.88	636	2537.64	623	2485.77	635	2533.65
3775303	Baby	842	1641.9	850	1657.5	859	1675.05	893	1741.35	866	1688.7	935	1823.25
3790457	Produce	494	9361.3	504	9550.8	489	9266.55	504	9550.8	514	9740.3	550	10422.5
3794263	Dairy	957	4775.43	995	4965.05	1015	5064.85	1025	5114.75	1005	5014.95	995	4965.05
3801414	Produce	985	935.75	1005	954.75	1035	983.25	1004	953.8	1054	1001.3	1128	1071.6
3810886	Produce	577	3433.15	594	3534.3	606	3605.7	624	3712.8	630	3748.5	605	3599.75
3816517	Dairy	318	632.82	315	626.85	331	658.69	348	692.52	358	712.42	351	698.49
3831074	Canned Goods	316	5988.2	316	5988.2	316	5988.2	313	5931.35	304	5760.8	331	6272.45
3859113	Sodas and Drinks	71	496.29	69	482.31	69	482.31	70	489.3	72	503.28	79	552.21
3866983	Baby	753	3727.35	791	3915.45	791	3915.45	815	4034.25	839	4153.05	805	3984.75
3868142	Produce	143	214.5	147	220.5	153	229.5	155	232.5	155	232.5	157	235.5
3889528	Canned Goods	125	2618.75	123	2576.85	123	2576.85	123	2576.85	125	2618.75	134	2807.3
3891006	Canned Goods	595	4462.5	577	4327.5	606	4545	636	4770	642	4815	693	5197.5
3893709	Canned Goods	678	8807.22	698	9067.02	691	8976.09	684	8885.16	684	8885.16	670	8703.3
3895358	Freezer	138	1649.1	139	1661.05	135	1613.25	132	1577.4	128	1529.6	140	1673
3912013	Refrigerated	828	1614.6	861	1678.95	861	1678.95	904	1762.8	949	1850.55	911	1776.45
3920209	Produce	867	16429.65	858	16259.1	884	16751.8	902	17092.9	947	17945.65	919	17415.05
3931236	Baby	393	6284.07	397	6348.03	401	6411.99	393	6284.07	397	6348.03	433	6923.67
3934845	Produce	490	4165	505	4292.5	495	4207.5	495	4207.5	485	4122.5	534	4539
3951173	Produce	295	590	310	620	316	632	332	664	342	684	352	704
3974564	Canned Goods	227	4256.25	227	4256.25	220	4125	222	4162.5	222	4162.5	240	4500
3976228	Produce	777	4654.23	816	4887.84	832	4983.68	807	4833.93	807	4833.93	888	5319.12
3981434	Snacks	487	852.25	497	869.75	522	913.5	532	931	521	911.75	563	985.25
3983023	Produce	604	11778	616	12012	598	11661	598	11661	628	12246	615	11992.5
4003897	Produce	677	1320.15	677	1320.15	657	1281.15	637	1242.15	662	1290.9	702	1368.9
4011581	International	530	7414.7	551	7708.49	562	7862.38	551	7708.49	551	7708.49	562	7862.38
4036525	International	843	9264.57	835	9176.65	843	9264.57	843	9264.57	835	9176.65	852	9363.48
4040941	Produce	662	10558.9	642	10239.9	636	10144.2	623	9936.85	611	9745.45	635	10128.25
4045892	Freezer	876	7840.2	867	7759.65	850	7607.5	850	7607.5	842	7535.9	842	7535.9
4051272	Produce	709	5664.91	730	5832.7	767	6128.33	752	6008.48	737	5888.63	803	6415.97
4058580	International	232	3013.68	225	2922.75	232	3013.68	239	3104.61	232	3013.68	223	2896.77
4059148	Snacks	398	1588.02	414	1651.86	406	1619.94	398	1588.02	414	1651.86	447	1783.53
4063029	Snacks	90	265.5	94	277.3	94	277.3	95	280.25	98	289.1	100	295
4084029	Refrigerated	949	18932.55	996	19870.2	1046	20867.7	1036	20668.2	1057	21087.15	1046	20867.7
4084564	Snacks	543	1080.57	554	1102.46	548	1090.52	570	1134.3	593	1180.07	640	1273.6
4089444	Produce	162	2349	170	2465	175	2537.5	184	2668	188	2726	186	2697
4094593	Produce	485	1450.15	500	1495	495	1480.05	485	1450.15	509	1521.91	509	1521.91
4100159	Produce	669	10670.55	702	11196.9	688	10973.6	709	11308.55	744	11866.8	796	12696.2
4115838	Baby	176	2110.24	172	2062.28	179	2146.21	174	2086.26	177	2122.23	195	2338.05
4121044	Refrigerated	701	13311.99	687	13046.13	687	13046.13	701	13311.99	687	13046.13	701	13311.99
4122191	Sodas and Drinks	396	6728.04	408	6931.92	400	6796	420	7135.8	424	7203.76	420	7135.8
4127748	Dairy	836	9990.2	836	9990.2	853	10193.35	862	10300.9	905	10814.75	905	10814.75
4132724	International	399	6763.05	391	6627.45	395	6695.25	387	6559.65	406	6881.7	418	7085.1
4132813	International	618	587.1	618	587.1	624	592.8	605	574.75	635	603.25	679	645.05
4140782	Produce	43	341.85	42	333.9	43	341.85	45	357.75	46	365.7	50	397.5
4145403	Freezer	438	8755.62	447	8935.53	460	9195.4	446	8915.54	437	8735.63	446	8915.54
4147722	Baby	893	18708.35	893	18708.35	902	18896.9	920	19274	911	19085.45	947	19839.65
4158267	Freezer	750	13462.5	728	13067.6	728	13067.6	713	12798.35	734	13175.3	734	13175.3
4161929	Dairy	932	1854.68	960	1910.4	970	1930.3	951	1892.49	999	1988.01	1029	2047.71
4170177	Freezer	103	1287.5	100	1250	105	1312.5	107	1337.5	110	1375	118	1475
4174702	Baby	44	219.56	46	229.54	45	224.55	45	224.55	47	234.53	48	239.52
4189798	Baby	699	6116.25	685	5993.75	699	6116.25	678	5932.5	685	5993.75	726	6352.5
4196635	Sodas and Drinks	776	14550	799	14981.25	815	15281.25	815	15281.25	799	14981.25	775	14531.25
4202274	Freezer	22	286	23	299	23	299	24	312	24	312	24	312
4203004	Refrigerated	587	7601.65	581	7523.95	587	7601.65	593	7679.35	605	7834.75	647	8378.65
4209676	Snacks	309	305.91	324	320.76	340	336.6	340	336.6	337	333.63	371	367.29
4213410	International	50	347.5	51	354.45	54	375.3	56	389.2	55	382.25	57	396.15
4222295	Refrigerated	344	3780.56	344	3780.56	341	3747.59	344	3780.56	358	3934.42	340	3736.6
4224946	Produce	133	1057.35	136	1081.2	143	1136.85	150	1192.5	155	1232.25	169	1343.55
4232694	International	374	3736.26	374	3736.26	370	3696.3	381	3806.19	370	3696.3	377	3766.23
4234638	Refrigerated	91	1547	89	1513	91	1547	89	1513	90	1530	97	1649
4237763	International	578	10398.22	590	10614.1	608	10937.92	608	10937.92	608	10937.92	626	11261.74
4238594	Sodas and Drinks	707	14811.65	735	15398.25	728	15251.6	750	15712.5	750	15712.5	728	15251.6
4279810	Produce	212	2753.88	206	2675.94	216	2805.84	216	2805.84	218	2831.82	207	2688.93
4301178	Baby	343	2397.57	333	2327.67	340	2376.6	330	2306.7	337	2355.63	357	2495.43
4302198	Refrigerated	84	1259.16	85	1274.15	87	1304.13	88	1319.12	91	1364.09	91	1364.09
4302561	Produce	927	4171.5	918	4131	964	4338	983	4423.5	963	4333.5	992	4464
4303287	Dairy	923	14758.77	914	14614.86	951	15206.49	989	15814.11	969	15494.31	988	15798.12
4309596	Produce	1002	6963.9	972	6755.4	1021	7095.95	1001	6956.95	1021	7095.95	970	6741.5
4311326	Snacks	54	783	54	783	56	812	57	826.5	56	812	56	812
4333636	Dairy	280	3906	283	3947.85	275	3836.25	286	3989.7	277	3864.15	274	3822.3
4337509	Produce	858	17589	901	18470.5	937	19208.5	928	19024	965	19782.5	1013	20766.5
4339393	Refrigerated	857	6856	840	6720	865	6920	908	7264	917	7336	963	7704
4339736	Produce	322	885.5	319	877.25	329	904.75	336	924	343	943.25	357	981.75
4344080	Canned Goods	521	3516.75	542	3658.5	526	3550.5	547	3692.25	569	3840.75	541	3651.75
4345378	International	29	173.71	30	179.7	31	185.69	33	197.67	34	203.66	34	203.66
4348156	Baby	126	2392.74	122	2316.78	121	2297.79	119	2259.81	115	2183.85	123	2335.77
4352694	Freezer	163	3260	166	3320	174	3480	183	3660	192	3840	207	4140
4375300	Sodas and Drinks	917	18110.75	945	18663.75	983	19414.25	954	18841.5	973	19216.75	1031	20362.25
4378870	Canned Goods	257	1015.15	265	1046.75	273	1078.35	284	1121.8	295	1165.25	325	1283.75
4381045	Baby	771	7671.45	794	7900.3	794	7900.3	786	7820.7	778	7741.1	755	7512.25
4393071	Canned Goods	535	6393.25	551	6584.45	557	6656.15	540	6453	529	6321.55	571	6823.45
4403142	Baby	679	3388.21	713	3557.87	727	3627.73	749	3737.51	764	3812.36	741	3697.59
4403292	Canned Goods	919	12856.81	947	13248.53	947	13248.53	975	13640.25	1024	14325.76	1024	14325.76
4406083	Dairy	377	282.75	381	285.75	381	285.75	373	279.75	366	274.5	399	299.25
4408422	Dairy	799	15141.05	791	14989.45	823	15595.85	815	15444.25	815	15444.25	782	14818.9
4418496	Produce	526	5523	552	5796	569	5974.5	586	6153	568	5964	557	5848.5
4439397	Produce	598	598	586	586	604	604	622	622	622	622	628	628
4448602	Dairy	506	6451.5	506	6451.5	516	6579	521	6642.75	505	6438.75	525	6693.75
4465697	Dairy	147	286.65	147	286.65	148	288.6	154	300.3	156	304.2	162	315.9
4470230	Canned Goods	907	2711.93	934	2792.66	962	2876.38	1010	3019.9	990	2960.1	1030	3079.7
4472978	International	165	2763.75	170	2847.5	170	2847.5	168	2814	173	2897.75	190	3182.5
4484016	International	74	887.26	75	899.25	74	887.26	72	863.28	73	875.27	73	875.27
4485079	Sodas and Drinks	956	11462.44	946	11342.54	974	11678.26	1023	12265.77	992	11894.08	1012	12133.88
4491756	Sodas and Drinks	492	3439.08	487	3404.13	506	3536.94	516	3606.84	531	3711.69	584	4082.16
4492252	Produce	47	234.53	47	234.53	46	229.54	47	234.53	49	244.51	47	234.53
4493453	Canned Goods	447	6235.65	434	6054.3	425	5928.75	412	5747.4	412	5747.4	416	5803.2
4495293	Produce	180	1431	182	1446.9	184	1462.8	193	1534.35	197	1566.15	191	1518.45
4511960	Freezer	442	2647.58	455	2725.45	441	2641.59	450	2695.5	450	2695.5	455	2725.45
4533636	Dairy	547	5989.65	569	6230.55	586	6416.7	574	6285.3	603	6602.85	663	7259.85
4534717	Snacks	863	2589	863	2589	837	2511	829	2487	870	2610	835	2505
4546134	Produce	443	4319.25	456	4446	474	4621.5	460	4485	478	4660.5	492	4797
4549712	Freezer	20	119	21	124.95	22	130.9	22	130.9	22	130.9	23	136.85
4556793	Produce	57	341.43	56	335.44	58	347.42	56	335.44	55	329.45	60	359.4
4560280	Dairy	4	27.96	4	27.96	4	27.96	4	27.96	4	27.96	4	27.96
4560280	Dairy	615	3044.25	603	2984.85	597	2955.15	609	3014.55	597	2955.15	597	2955.15
4560280	Produce	678	3356.1	658	3257.1	671	3321.45	678	3356.1	658	2960.1	632	2840.2
4562445	Canned Goods	897	17931.03	870	17391.3	844	16871.56	878	17551.22	922	18430.78	1014	20269.86
4564119	Produce	713	10659.35	706	10554.7	734	10973.3	741	11077.95	726	10853.7	748	11182.6
4575511	Snacks	566	8490	560	8400	571	8565	560	8400	566	8490	538	8070
4590468	Produce	564	2250.36	575	2294.25	581	2318.19	610	2433.9	592	2362.08	628	2505.72
4617651	Produce	410	5719.5	402	5607.9	402	5607.9	402	5607.9	406	5663.7	398	5552.1
4625821	Snacks	550	3272.5	561	3337.95	567	3373.65	584	3474.8	578	3439.1	590	3510.5
4633295	International	585	6990.75	597	7134.15	627	7492.65	640	7648	672	8030.4	719	8592.05
4641888	Refrigerated	929	1393.5	957	1435.5	947	1420.5	985	1477.5	975	1462.5	1024	1536
4674424	Sodas and Drinks	764	12980.36	741	12589.59	719	12215.81	733	12453.67	733	12453.67	792	13456.08
4681583	Refrigerated	635	9493.25	629	9403.55	642	9597.9	655	9792.25	681	10180.95	688	10285.6
4686878	Dairy	179	2504.21	175	2448.25	180	2518.2	175	2448.25	182	2546.18	197	2756.03
4699498	Canned Goods	881	14096	890	14240	935	14960	963	15408	963	15408	953	15248
4711098	Sodas and Drinks	866	12115.34	875	12241.25	901	12604.99	937	13108.63	946	13234.54	918	12842.82
4711901	Canned Goods	562	9548.38	562	9548.38	551	9361.49	557	9463.43	540	9174.6	518	8800.82
4713660	Produce	1035	9056.25	1087	9511.25	1087	9511.25	1054	9222.5	1022	8942.5	971	8496.25
4714411	Produce	791	3947.09	783	3907.17	806	4021.94	830	4141.7	813	4056.87	805	4016.95
4715687	Dairy	473	9460	459	9180	482	9640	492	9840	517	10340	507	10140
4730964	Produce	699	12547.05	706	12672.7	720	12924	720	12924	698	12529.1	740	13283
4739085	Produce	464	4171.36	464	4171.36	473	4252.27	482	4333.18	468	4207.32	505	4539.95
4743567	Canned Goods	332	2984.68	339	3047.61	356	3200.44	352	3164.48	359	3227.41	363	3263.37
4750037	Refrigerated	319	3174.05	316	3144.2	316	3144.2	325	3233.75	338	3363.1	358	3562.1
4787327	Sodas and Drinks	524	6812	519	6747	524	6812	534	6942	534	6942	545	7085
4789209	Baby	902	8974.9	911	9064.45	893	8885.35	902	8974.9	875	8706.25	910	9054.5
4810004	Canned Goods	640	1273.6	659	1311.41	692	1377.08	678	1349.22	685	1363.15	747	1486.53
4810153	Baby	128	1534.72	125	1498.75	130	1558.7	129	1546.71	133	1594.67	136	1630.64
4814887	Freezer	781	741.95	820	779	804	763.8	828	786.6	845	802.75	853	810.35
4815972	Sodas and Drinks	676	12675	669	12543.75	702	13162.5	723	13556.25	759	14231.25	827	15506.25
4819805	Canned Goods	594	1182.06	582	1158.18	611	1215.89	635	1263.65	660	1313.4	700	1393
4837539	Produce	545	7624.55	540	7554.6	545	7624.55	545	7624.55	561	7848.39	595	8324.05
4852818	International	134	1338.66	134	1338.66	138	1378.62	137	1368.63	134	1338.66	129	1288.71
4852874	Canned Goods	217	2167.83	217	2167.83	213	2127.87	222	2217.78	226	2257.74	233	2327.67
4858615	Dairy	978	7824	978	7824	988	7904	1037	8296	1016	8128	1016	8128
4868018	Produce	367	1816.65	382	1890.9	378	1871.1	378	1871.1	389	1925.55	420	2079
4871733	Dairy	830	2481.7	847	2532.53	872	2607.28	863	2580.37	863	2580.37	863	2580.37
4871833	Refrigerated	844	5899.56	827	5780.73	819	5724.81	860	6011.4	860	6011.4	903	6311.97
4882891	Produce	1	19.95	1	19.95	1	19.95	1	19.95	1	19.95	1	19.95
4884598	Sodas and Drinks	728	13795.6	757	14345.15	749	14193.55	764	14477.8	772	14629.4	849	16088.55
4889176	Refrigerated	791	3156.09	799	3188.01	831	3315.69	864	3447.36	907	3618.93	989	3946.11
4894522	Snacks	870	15225	896	15680	887	15522.5	896	15680	941	16467.5	1026	17955
4917428	Sodas and Drinks	776	15132	784	15288	808	15756	848	16536	823	16048.5	905	17647.5
4922561	Produce	1008	17125.92	988	16786.12	958	16276.42	977	16599.23	957	16259.43	957	16259.43
4926599	Produce	284	5822	290	5945	305	6252.5	296	6068	290	5945	278	5699
4949310	Produce	304	4860.96	313	5004.87	326	5212.74	316	5052.84	313	5004.87	307	4908.93
4961764	Dairy	237	4266	239	4302	239	4302	246	4428	239	4302	239	4302
4979457	Dairy	104	1558.96	107	1603.93	105	1573.95	103	1543.97	104	1558.96	100	1499
4990491	Dairy	89	1152.55	88	1139.6	87	1126.65	88	1139.6	92	1191.4	101	1307.95
4999469	Refrigerated	488	2923.12	508	3042.92	493	2953.07	503	3012.97	513	3072.87	498	2983.02
5015337	Canned Goods	813	2430.87	837	2502.63	829	2478.71	854	2553.46	888	2655.12	844	2523.56
5018472	Baby	940	2810.6	912	2726.88	948	2834.52	976	2918.24	956	2858.44	956	2858.44
5020716	Freezer	146	284.7	150	292.5	156	304.2	151	294.45	159	310.05	172	335.4
5020796	Sodas and Drinks	540	513	567	538.65	584	554.8	566	537.7	589	559.55	648	615.6
5031830	Produce	695	5553.05	681	5441.19	715	5712.85	701	5600.99	694	5545.06	708	5656.92
5047917	Baby	237	4737.63	249	4977.51	261	5217.39	258	5157.42	255	5097.45	265	5297.35
5049237	Canned Goods	378	4725	378	4725	393	4912.5	401	5012.5	393	4912.5	397	4962.5
5052617	Refrigerated	784	11368	800	11600	840	12180	815	11817.5	856	12412	890	12905
5055409	Dairy	233	2097	231	2079	229	2061	231	2079	238	2142	245	2205
5063847	Produce	4	63.96	4	63.96	4	63.96	4	63.96	4	63.96	4	63.96
5066168	Produce	608	12761.92	608	12761.92	596	12510.04	578	12132.22	601	12614.99	613	12866.87
5073191	Refrigerated	293	583.07	308	612.92	320	636.8	326	648.74	342	680.58	359	714.41
5073578	Snacks	864	17280	907	18140	925	18500	925	18500	916	18320	998	19960
5073949	Produce	823	9867.77	823	9867.77	815	9771.85	839	10059.61	822	9855.78	863	10347.37
5083511	Baby	37	73.63	36	71.64	36	71.64	36	71.64	36	71.64	39	77.61
5085330	Baby	704	7032.96	711	7102.89	747	7462.53	784	7832.16	800	7992	856	8551.44
5104923	Produce	43	645	45	675	47	705	46	690	46	690	48	720
5117335	Produce	800	4600	792	4554	784	4508	768	4416	768	4416	814	4680.5
5121504	Canned Goods	180	2518.2	185	2588.15	194	2714.06	202	2825.98	204	2853.96	214	2993.86
5128687	Dairy	245	5132.75	240	5028	252	5279.4	255	5342.25	252	5279.4	255	5342.25
5130129	Produce	47	561.65	49	585.55	50	597.5	50	597.5	52	621.4	53	633.35
5132734	Sodas and Drinks	17	127.5	17	127.5	17	127.5	18	135	18	135	19	142.5
5142314	Baby	748	3702.6	778	3851.1	786	3890.7	762	3771.9	739	3658.05	732	3623.4
5144279	Produce	608	8505.92	620	8673.8	651	9107.49	658	9205.42	638	8925.62	670	9373.3
5159717	Produce	961	5525.75	1009	5801.75	1049	6031.75	1080	6210	1112	6394	1223	7032.25
5161692	Freezer	891	6237	918	6426	909	6363	927	6489	936	6552	992	6944
5178271	Freezer	428	834.6	419	817.05	419	817.05	436	850.2	453	883.35	462	900.9
5179363	Produce	481	6012.5	486	6075	486	6075	486	6075	505	6312.5	490	6125
5191244	Snacks	246	1955.7	258	2051.1	263	2090.85	266	2114.7	279	2218.05	282	2241.9
5191851	Dairy	586	9932.7	615	10424.25	640	10848	659	11170.05	666	11288.7	726	12305.7
5195877	Baby	393	3831.75	409	3987.75	397	3870.75	405	3948.75	417	4065.75	438	4270.5
5204618	Baby	188	2434.6	190	2460.5	198	2564.1	206	2667.7	212	2745.4	212	2745.4
5220194	Refrigerated	960	13392	998	13922.1	988	13782.6	958	13364.1	939	13099.05	920	12834
5223074	Produce	168	966	166	954.5	164	943	167	960.25	175	1006.25	193	1109.75
5227484	Freezer	929	7199.75	948	7347	957	7416.75	976	7564	1025	7943.75	1015	7866.25
5229384	Canned Goods	172	1978	181	2081.5	190	2185	194	2231	202	2323	204	2346
5235025	Dairy	91	268.45	92	271.4	94	277.3	91	268.45	95	280.25	99	292.05
5252279	Dairy	658	10495.1	645	10287.75	664	10590.8	664	10590.8	664	10590.8	704	11228.8
5257272	Freezer	570	564.3	570	564.3	553	547.47	553	547.47	575	569.25	598	592.02
5261606	Baby	224	3528	224	3528	231	3638.25	224	3528	228	3591	242	3811.5
5271450	Produce	82	323.9	80	316	82	323.9	80	316	80	316	82	323.9
5272601	Sodas and Drinks	454	3405	445	3337.5	454	3405	477	3577.5	491	3682.5	491	3682.5
5275868	International	1027	4097.73	1037	4137.63	1068	4261.32	1100	4389	1100	4389	1177	4696.23
5285421	International	170	2295	167	2254.5	172	2322	167	2254.5	170	2295	172	2322
5289756	Produce	926	16621.7	972	17447.4	962	17267.9	962	17267.9	1000	17950	1070	19206.5
5296809	Refrigerated	122	974.78	128	1022.72	134	1070.66	139	1110.61	145	1158.55	160	1278.4
5299896	Produce	699	2761.05	734	2899.3	734	2899.3	719	2840.05	705	2784.75	691	2729.45
5306602	Sodas and Drinks	143	2002	142	1988	142	1988	143	2002	147	2058	148	2072
5315572	Dairy	854	6823.46	897	7167.03	870	6951.3	887	7087.13	914	7302.86	978	7814.22
5316039	Freezer	884	11483.16	884	11483.16	893	11600.07	938	12184.62	957	12431.43	967	12561.33
5318539	Produce	107	640.93	110	658.9	107	640.93	105	628.95	102	610.98	109	652.91
5328102	Produce	500	7475	525	7848.75	515	7699.25	530	7923.5	535	7998.25	589	8805.55
5331706	Produce	570	8521.5	593	8865.35	611	9134.45	623	9313.85	611	9134.45	617	9224.15
5341469	International	500	7375	510	7522.5	530	7817.5	546	8053.5	551	8127.25	595	8776.25
5342957	Refrigerated	48	767.52	49	783.51	51	815.49	53	847.47	54	863.46	59	943.41
5344702	Dairy	93	906.75	96	936	101	984.75	99	965.25	99	965.25	107	1043.25
5345258	Snacks	561	2238.39	578	2306.22	607	2421.93	613	2445.87	607	2421.93	662	2641.38
5347870	International	94	93.06	94	93.06	94	93.06	94	93.06	99	98.01	105	103.95
5357940	Dairy	692	13148	671	12749	658	12502	658	12502	658	12502	638	12122
5362073	Produce	352	3868.48	366	4022.34	384	4220.16	372	4088.28	379	4165.21	409	4494.91
5367107	Produce	74	1254.3	78	1322.1	77	1305.15	75	1271.25	76	1288.2	76	1288.2
5372618	International	64	752	67	787.25	67	787.25	69	810.75	68	799	69	810.75
5373196	Refrigerated	34	646	34	646	34	646	35	665	36	684	38	722
5378113	Produce	347	6593	350	6650	343	6517	357	6783	375	7125	368	6992
5389962	Produce	821	812.79	829	820.71	846	837.54	871	862.29	906	896.94	997	987.03
5394871	Dairy	177	2823.15	184	2934.8	188	2998.6	196	3126.2	204	3253.8	200	3190
5404827	Canned Goods	915	13715.85	933	13985.67	961	14405.39	971	14555.29	981	14705.19	1001	15004.99
5410802	Refrigerated	877	17531.23	859	17171.41	893	17851.07	875	17491.25	884	17671.16	857	17131.43
5423696	Produce	345	2052.75	335	1993.25	348	2070.6	348	2070.6	355	2112.25	344	2046.8
5428362	Dairy	466	2772.7	461	2742.95	484	2879.8	469	2790.55	488	2903.6	473	2814.35
5467327	Produce	114	2388.3	115	2409.25	118	2472.1	114	2388.3	119	2493.05	126	2639.7
5491065	Produce	763	8393	740	8140	762	8382	754	8294	762	8382	762	8382
5493671	Snacks	927	12968.73	955	13360.45	993	13892.07	983	13752.17	1012	14157.88	992	13878.08
5496631	Baby	127	1136.65	127	1136.65	124	1109.8	128	1145.6	124	1109.8	123	1100.85
5506654	Sodas and Drinks	1007	12587.5	1057	13212.5	1110	13875	1143	14287.5	1120	14000	1064	13300
5508919	Baby	670	9380	704	9856	732	10248	710	9940	696	9744	696	9744
5510581	Produce	361	1805	379	1895	375	1875	383	1915	375	1875	368	1840
5514498	Canned Goods	653	326.5	666	333	646	323	627	313.5	646	323	672	336
5535273	Produce	232	1380.4	225	1338.75	232	1380.4	237	1410.15	235	1398.25	259	1541.05
5541387	Baby	500	9495	485	9210.15	500	9495	520	9874.8	525	9969.75	520	9874.8
5546702	Baby	1008	13093.92	1048	13613.52	1038	13483.62	1017	13210.83	986	12808.14	996	12938.04
5549940	Dairy	871	10443.29	880	10551.2	854	10239.46	888	10647.12	932	11174.68	932	11174.68
5551735	Canned Goods	765	3786.75	803	3974.85	795	3935.25	811	4014.45	852	4217.4	895	4430.25
5552498	Sodas and Drinks	488	2415.6	493	2440.35	493	2440.35	513	2539.35	513	2539.35	492	2435.4
5557352	Baby	924	18018	924	18018	906	17667	933	18193.5	952	18564	962	18759
5557374	Freezer	541	1617.59	541	1617.59	568	1698.32	596	1782.04	620	1853.8	601	1796.99
5598220	Canned Goods	912	4560	930	4650	930	4650	958	4790	929	4645	920	4600
5599954	Sodas and Drinks	366	2177.7	381	2266.95	381	2266.95	370	2201.5	366	2177.7	366	2177.7
5612670	Refrigerated	264	3682.8	277	3864.15	271	3780.45	266	3710.7	277	3864.15	263	3668.85
5613361	Produce	282	1971.18	276	1929.24	279	1950.21	276	1929.24	284	1985.16	284	1985.16
5620254	Freezer	803	7989.85	811	8069.45	795	7910.25	835	8308.25	868	8636.6	929	9243.55
5637472	Baby	17	118.83	16	111.84	16	111.84	16	111.84	17	118.83	17	118.83
5639831	International	756	6796.44	741	6661.59	741	6661.59	756	6796.44	756	6796.44	786	7066.14
5640760	Snacks	695	6915.25	695	6915.25	674	6706.3	701	6974.95	680	6766	660	6567
5681184	Refrigerated	599	6583.01	599	6583.01	581	6385.19	598	6572.02	604	6637.96	604	6637.96
5683210	Snacks	614	4291.86	639	4466.61	639	4466.61	626	4375.74	620	4333.8	626	4375.74
5684126	Snacks	701	14713.99	701	14713.99	708	14860.92	729	15301.71	758	15910.42	720	15112.8
5692689	Canned Goods	856	7661.2	865	7741.75	865	7741.75	839	7509.05	831	7437.45	881	7884.95
5703857	Refrigerated	25	374.75	26	389.74	27	404.73	26	389.74	26	389.74	27	404.73
5707628	Freezer	212	2915	220	3025	218	2997.5	227	3121.25	234	3217.5	241	3313.75
5730555	International	621	6178.95	609	6059.55	633	6298.35	620	6169	626	6228.7	676	6726.2
5746623	Refrigerated	477	477	472	472	467	467	490	490	500	500	495	495
5794480	Refrigerated	946	16034.7	927	15712.65	908	15390.6	899	15238.05	944	16000.8	897	15204.15
5802798	Produce	987	12584.25	977	12456.75	948	12087	939	11972.25	977	12456.75	938	11959.5
5842223	Produce	67	33.5	68	34	67	33.5	66	33	69	34.5	68	34
5842384	Freezer	308	4924.92	308	4924.92	314	5020.86	308	4924.92	305	4876.95	323	5164.77
5845019	Dairy	526	4202.74	526	4202.74	537	4290.63	558	4458.42	558	4458.42	569	4546.31
5848962	Freezer	399	5582.01	411	5749.89	432	6043.68	419	5861.81	419	5861.81	411	5749.89
5852852	Sodas and Drinks	634	12039.66	628	11925.72	647	12286.53	641	12172.59	628	11925.72	641	12172.59
5862554	Freezer	467	9802.33	486	10201.14	496	10411.04	511	10725.89	501	10515.99	506	10620.94
5865188	Sodas and Drinks	934	15411	934	15411	934	15411	915	15097.5	924	15246	924	15246
5876693	Refrigerated	226	2248.7	235	2338.25	242	2407.9	252	2507.4	255	2537.25	250	2487.5
5882365	Sodas and Drinks	1008	11037.6	1018	11147.1	1028	11256.6	1049	11486.55	1049	11486.55	1028	11256.6
5901044	Produce	100	1999	101	2018.99	99	1979.01	104	2078.96	103	2058.97	107	2138.93
5902837	Snacks	860	14611.4	903	15341.97	939	15953.61	958	16276.42	977	16599.23	1045	17754.55
5915110	Produce	79	1105.21	81	1133.19	79	1105.21	80	1119.2	78	1091.22	74	1035.26
5922375	Dairy	19	303.81	19	303.81	19	303.81	18	287.82	18	287.82	18	287.82
5929631	Produce	441	7474.95	441	7474.95	437	7407.15	459	7780.05	445	7542.75	458	7763.1
5936627	Snacks	685	1363.15	664	1321.36	684	1361.16	677	1347.23	657	1307.43	716	1424.84
5943627	Produce	553	9677.5	581	10167.5	598	10465	628	10990	628	10990	678	11865
5946741	Produce	471	1408.29	476	1423.24	481	1438.19	476	1423.24	495	1480.05	485	1450.15
5948799	Sodas and Drinks	430	7718.5	434	7790.3	425	7628.75	425	7628.75	438	7862.1	429	7700.55
5960736	Baby	422	3793.78	430	3865.7	452	4063.48	452	4063.48	470	4225.3	503	4521.97
5960998	Produce	631	11351.69	625	11243.75	613	11027.87	638	11477.62	651	11711.49	697	12539.03
5962166	Canned Goods	334	6008.66	324	5828.76	318	5720.82	315	5666.85	309	5558.91	318	5720.82
5975968	International	57	655.5	58	667	59	678.5	61	701.5	63	724.5	64	736
5980722	Baby	643	8969.85	624	8704.8	643	8969.85	662	9234.9	675	9416.25	689	9611.55
5992350	Canned Goods	53	794.47	52	779.48	54	809.46	56	839.44	54	809.46	55	824.45
6008597	Produce	615	12761.25	646	13404.5	678	14068.5	692	14359	685	14213.75	712	14774
6010275	Baby	9	170.55	9	170.55	9	170.55	9	170.55	9	170.55	10	189.5
6017460	Refrigerated	239	2148.61	237	2130.63	244	2193.56	246	2211.54	241	2166.59	251	2256.49
